false_positive_rate,true_positive_rate,threshold
0.04130495659479137,0.5110062893081762,0.6812978
0.04144497339680762,0.5110062893081762,0.6812332
0.04144497339680762,0.5117924528301887,0.6811631
0.041865023802856345,0.5117924528301887,0.6802639
0.041865023802856345,0.5133647798742138,0.6796717
0.04200504060487258,0.5133647798742138,0.67880994
0.04200504060487258,0.514937106918239,0.6785925
0.042285074208905066,0.514937106918239,0.67755413
0.042285074208905066,0.5157232704402516,0.6771193
0.04242509101092131,0.5157232704402516,0.6766025
0.04242509101092131,0.5172955974842768,0.6764398
0.043405208625035004,0.5172955974842768,0.67438734
0.043405208625035004,0.5180817610062893,0.6743294
0.04382525903108373,0.5180817610062893,0.67417145
0.04382525903108373,0.5188679245283019,0.67383444
0.0443853262391487,0.5188679245283019,0.6720187
0.0443853262391487,0.5196540880503144,0.6719299
0.044805376645197424,0.5196540880503144,0.6713385
0.044805376645197424,0.5204402515723271,0.6710699
0.04564547745729487,0.5204402515723271,0.66883934
0.04564547745729487,0.5212264150943396,0.66849244
0.04578549425931112,0.5212264150943396,0.6680009
0.04578549425931112,0.5220125786163522,0.66771096
0.04592551106132736,0.5220125786163522,0.6674218
0.04592551106132736,0.5227987421383647,0.66737396
0.0460655278633436,0.5227987421383647,0.66706973
0.0460655278633436,0.5235849056603774,0.66666675
0.04704564547745729,0.5235849056603774,0.66502947
0.04704564547745729,0.52437106918239,0.664844
0.04746569588350602,0.52437106918239,0.66414213
0.04746569588350602,0.5251572327044025,0.66393965
0.04858583029963596,0.5251572327044025,0.6601536
0.04858583029963596,0.5259433962264151,0.65996397
0.04928591430971717,0.5259433962264151,0.65830946
0.04928591430971717,0.5290880503144654,0.6573879
0.05012601512181462,0.5290880503144654,0.65600085
0.05012601512181462,0.5306603773584906,0.6555874
0.050546065527863344,0.5306603773584906,0.6545413
0.050546065527863344,0.5314465408805031,0.65432054
0.05082609913189583,0.5314465408805031,0.65378004
0.05082609913189583,0.5322327044025157,0.6536902
0.05096611593391207,0.5322327044025157,0.6534986
0.05096611593391207,0.5330188679245284,0.6533219
0.051246149537944555,0.5330188679245284,0.65224457
0.051246149537944555,0.5338050314465409,0.6521351
0.05152618314197704,0.5338050314465409,0.65184194
0.05152618314197704,0.5345911949685535,0.6516778
0.05166619994399328,0.5345911949685535,0.651658
0.05166619994399328,0.5361635220125787,0.6512306
0.05222626715205825,0.5361635220125787,0.6508437
0.05222626715205825,0.5385220125786163,0.6504848
0.05250630075609073,0.5385220125786163,0.64994735
0.05250630075609073,0.5400943396226415,0.6489145
0.052646317558106975,0.5400943396226415,0.64832383
0.052646317558106975,0.5408805031446541,0.64809495
0.05320638476617194,0.5408805031446541,0.64699906
0.05320638476617194,0.5416666666666666,0.64620674
0.053346401568188186,0.5416666666666666,0.6461611
0.053346401568188186,0.5432389937106918,0.6460237
0.05362643517222067,0.5432389937106918,0.64555
0.05362643517222067,0.5440251572327044,0.6452291
0.05390646877625315,0.5440251572327044,0.64510953
0.05390646877625315,0.5455974842767296,0.64469403
0.05432651918230188,0.5455974842767296,0.6430019
0.05432651918230188,0.5479559748427673,0.6415989
0.0547465695883506,0.5479559748427673,0.64095277
0.0547465695883506,0.5511006289308176,0.6404187
0.05516661999439933,0.5511006289308176,0.6398521
0.05516661999439933,0.5518867924528302,0.6397837
0.05544665359843181,0.5518867924528302,0.6393178
0.05544665359843181,0.5534591194968553,0.6392402
0.05586670400448054,0.5534591194968553,0.63831294
0.05586670400448054,0.5542452830188679,0.6381135
0.056986838420610475,0.5542452830188679,0.6368522
0.056986838420610475,0.5550314465408805,0.6368091
0.05726687202464296,0.5550314465408805,0.63663995
0.05726687202464296,0.5558176100628931,0.63654774
0.058527023242789133,0.5558176100628931,0.6353116
0.058527023242789133,0.5573899371069182,0.6349729
0.05894707364883786,0.5573899371069182,0.6341432
0.05894707364883786,0.5581761006289309,0.63396865
0.05964715765891907,0.5581761006289309,0.6336585
0.05964715765891907,0.5589622641509434,0.6336376
0.06020722486698404,0.5589622641509434,0.632435
0.06020722486698404,0.559748427672956,0.63208103
0.060627275273032764,0.559748427672956,0.63163143
0.060627275273032764,0.5605345911949685,0.6314819
0.06146737608513021,0.5605345911949685,0.6299571
0.06146737608513021,0.5621069182389937,0.6290163
0.06188742649117894,0.5621069182389937,0.62886006
0.06188742649117894,0.5628930817610063,0.6285779
0.062027443293195185,0.5628930817610063,0.62828815
0.062027443293195185,0.5636792452830188,0.6280323
0.06230747689722767,0.5636792452830188,0.62791294
0.06230747689722767,0.5644654088050315,0.62761545
0.0627275273032764,0.5644654088050315,0.6261882
0.0627275273032764,0.565251572327044,0.62614095
0.0634276113133576,0.565251572327044,0.6250101
0.0634276113133576,0.5660377358490566,0.6248971
0.06552786334360124,0.5660377358490566,0.6222428
0.06552786334360124,0.5683962264150944,0.6211452
0.06580789694763371,0.5683962264150944,0.6209219
0.06580789694763371,0.5691823899371069,0.6205942
0.0670680481657799,0.5691823899371069,0.6194704
0.0670680481657799,0.5699685534591195,0.61914057
0.06720806496779613,0.5699685534591195,0.6187255
0.06720806496779613,0.5707547169811321,0.6186508
0.06762811537384486,0.5707547169811321,0.6180019
0.06762811537384486,0.5723270440251572,0.617804
0.06846821618594232,0.5723270440251572,0.61690813
0.06846821618594232,0.5731132075471698,0.6166344
0.06888826659199104,0.5731132075471698,0.61610615
0.06888826659199104,0.5738993710691824,0.61526954
0.06902828339400728,0.5738993710691824,0.6149009
0.06902828339400728,0.574685534591195,0.61465317
0.06972836740408848,0.574685534591195,0.6143716
0.06972836740408848,0.5762578616352201,0.61314523
0.07014841781013721,0.5762578616352201,0.6125663
0.07014841781013721,0.5770440251572327,0.61248314
0.07070848501820218,0.5770440251572327,0.61203694
0.07070848501820218,0.5778301886792453,0.61184996
0.07126855222626716,0.5778301886792453,0.6102446
0.07126855222626716,0.5786163522012578,0.61022437
0.07280873704844582,0.5786163522012578,0.6079872
0.07280873704844582,0.5794025157232704,0.6074046
0.07378885466255951,0.5794025157232704,0.60627836
0.07378885466255951,0.5801886792452831,0.60556245
0.07392887146457575,0.5801886792452831,0.6054936
0.07392887146457575,0.5809748427672956,0.6052664
0.074068888266592,0.5809748427672956,0.60516256
0.074068888266592,0.5817610062893082,0.6051007
0.07434892187062447,0.5817610062893082,0.6045437
0.07434892187062447,0.5825471698113207,0.6045232
0.07490898907868944,0.5825471698113207,0.6035792
0.07490898907868944,0.5841194968553459,0.60341936
0.07560907308877066,0.5841194968553459,0.60196245
0.07560907308877066,0.5849056603773585,0.6016427
0.07616914029683562,0.5849056603773585,0.6010878
0.07616914029683562,0.5872641509433962,0.59947616
0.07658919070288435,0.5872641509433962,0.5990083
0.07658919070288435,0.5880503144654088,0.5988328
0.07714925791094931,0.5880503144654088,0.598486
0.07714925791094931,0.5888364779874213,0.59839606
0.07770932511901428,0.5888364779874213,0.5980493
0.07770932511901428,0.589622641509434,0.5978956
0.07784934192103052,0.589622641509434,0.5978594
0.07784934192103052,0.5904088050314465,0.5978558
0.07882945953514421,0.5904088050314465,0.596872
0.07882945953514421,0.5919811320754716,0.5967755
0.07924950994119294,0.5919811320754716,0.59640545
0.07924950994119294,0.5943396226415094,0.59607637
0.07938952674320919,0.5943396226415094,0.59603673
0.07938952674320919,0.595125786163522,0.5957435
0.07994959395127416,0.595125786163522,0.59502685
0.07994959395127416,0.5959119496855346,0.5949069
0.08036964435732288,0.5959119496855346,0.59422046
0.08036964435732288,0.5966981132075472,0.5941833
0.08078969476337161,0.5966981132075472,0.59391934
0.08078969476337161,0.5974842767295597,0.59367377
0.08092971156538785,0.5974842767295597,0.5931952
0.08092971156538785,0.5982704402515723,0.59293205
0.08148977877345281,0.5982704402515723,0.5926673
0.08148977877345281,0.60062893081761,0.5920913
0.08162979557546905,0.60062893081761,0.5920836
0.08162979557546905,0.6014150943396226,0.59191585
0.0817698123774853,0.6014150943396226,0.5918333
0.0817698123774853,0.6022012578616353,0.5917044
0.08260991318958275,0.6022012578616353,0.5899399
0.08260991318958275,0.6029874213836478,0.58988315
0.08499019882385886,0.6029874213836478,0.58633226
0.08499019882385886,0.6037735849056604,0.5858055
0.08513021562587511,0.6037735849056604,0.5857881
0.08513021562587511,0.6045597484276729,0.58575773
0.08597031643797255,0.6045597484276729,0.58439356
0.08597031643797255,0.6053459119496856,0.58436
0.08653038364603753,0.6053459119496856,0.5830475
0.08653038364603753,0.6069182389937107,0.5827051
0.08793055166619994,0.6069182389937107,0.57973355
0.08793055166619994,0.6077044025157232,0.57965034
0.08821058527023243,0.6077044025157232,0.57924104
0.08821058527023243,0.6084905660377359,0.5789162
0.0887706524782974,0.6084905660377359,0.5777847
0.0887706524782974,0.610062893081761,0.5775432
